Word	Frequency	Overall Rank
association	44	1
genomewide	19	7
population	13	10
rare	13	15
sequencing	12	27
cancer	10	4
effect	10	8
interaction	10	5
trait	10	6
variant	9	12
control	8	66
family	8	9
gwas	8	30
model	8	22
test	8	11
case	7	90
imputation	7	83
prediction	7	43
regression	7	31
risk	7	2
locus	6	13
phenotype	6	18
sample	6	34
african	5	99
american	5	111
individual	5	96
large	5	81
metaanalysis	5	75
methylation	5	90
multiple	5	19
random	5	139
related	5	64
selection	5	49
sequence	5	96
application	4	24
bayesian	4	47
casecontrol	4	36
complex	4	17
detection	4	59
disease	4	48
evaluation	4	114
exome	4	121
factor	4	35
geneenvironment	4	40
heart	4	71
missing	4	151
pedigree	4	36
prostate	4	69
robust	4	165
statistic	4	59
statistical	4	77
type	4	33
variation	4	40
accounting	3	267
analysis	3	45
ancestry	3	111
breast	3	38
caseparent	3	314
cohort	3	93
common	3	83
comparing	3	418
component	3	99
correlated	3	300
design	3	59
differential	3	345
estimation	3	64
etworks	3	1562
expression	3	59
functional	3	126
g	3	1562
genegene	3	88
generation	3	231
genotype	3	22
heritability	3	99
hierarchical	3	206
identification	3	93
largescale	3	256
linkage	3	3
longitudinal	3	93
mendelian	3	40
mixed	3	171
modeling	3	79
pathway	3	85
pathwaybased	3	719
polygenic	3	43
power	3	25
principal	3	345
region	3	73
score	3	20
set	3	128
sharing	3	199
significance	3	314
weighted	3	300
whole	3	69
xinactivation	3	1274
admixed	2	287
admixture	2	231
affected	2	114
allele	2	119
approach	2	108
binary	2	224
blood	2	105
building	2	920
calling	2	369
causal	2	85
challenge	2	314
classification	2	369
clinical	2	145
comparison	2	21
computationally	2	1274
correction	2	314
covariates	2	256
detect	2	81
detecting	2	54
diabetes	2	42
different	2	159
disequilibrium	2	77
distribution	2	242
efficient	2	134
enrichment	2	608
error	2	134
estimate	2	128
exact	2	608
example	2	608
exploring	2	267
filtering	2	1274
followup	2	566
forest	2	177
framework	2	117
haplotype	2	25
heterogeneity	2	54
human	2	45
identify	2	81
identifying	2	88
impact	2	142
importance	2	652
improved	2	213
infection	2	224
influence	2	159
information	2	108
integrative	2	345
level	2	52
leveraging	2	206
linear	2	224
marker	2	54
men	2	326
ovarian	2	392
penalized	2	392
performance	2	267
plasma	2	213
polymorphism	2	28
powerful	2	177
pressure	2	159
probability	2	418
project	2	369
quantile	2	1072
randomization	2	59
rarevariant	2	920
recurrent	2	719
sampling	2	242
smoking	2	126
strategy	2	111
structure	2	103
susceptibility	2	32
system	2	345
systematic	2	392
time	2	206
tissue	2	369
traitdependent	2	1274
trio	2	202
two	2	108
variable	2	137
virus	2	481
without	2	481
15q21	1	1562
8q24	1	808
account	1	523
acid	1	369
adaptive	1	345
additive	1	808
affect	1	1274
affecting	1	1562
age	1	88
aggressive	1	920
algorithm	1	137
ally	1	1274
alternative	1	287
alzheimers	1	151
annotation	1	446
aortic	1	1562
applied	1	345
area	1	808
ass	1	418
assessing	1	267
associate	1	1274
atherosclerosis	1	719
autism	1	267
bayes	1	481
biobanks	1	446
bioinformatics	1	808
biological	1	314
brazilian	1	1072
burden	1	566
canadian	1	1274
candidate	1	69
carotid	1	719
cause	1	566
cell	1	189
cellular	1	1562
characterization	1	446
chip	1	446
choice	1	719
chromosome	1	50
classical	1	1274
classifying	1	1274
cleft	1	277
clustering	1	206
coding	1	566
collapsing	1	1072
combined	1	189
combining	1	242
compared	1	1072
computational	1	719
conditional	1	256
congenital	1	566
consanguineous	1	1562
continuous	1	566
contribution	1	267
controlling	1	719
copd	1	1274
copy	1	119
correlation	1	142
cpg	1	1072
critical	1	719
cutaneous	1	1562
density	1	267
depth	1	1072
detects	1	1562
difference	1	256
dimension	1	920
discovery	1	165
discrete	1	1274
disorder	1	96
diversity	1	1072
downstream	1	1562
drug	1	392
effective	1	808
eight	1	1562
emerge	1	808
empirical	1	392
ensemble	1	719
environmental	1	206
epidemiology	1	231
epigenetic	1	287
epigenomewide	1	920
epistasis	1	151
eqtls	1	1562
equilibrium	1	566
established	1	1072
estimating	1	134
etiology	1	418
european	1	326
event	1	392
evidence	1	66
evolution	1	1562
exon	1	1274
experience	1	920
exploiting	1	1072
exploratory	1	1562
exposure	1	177
extended	1	213
extension	1	418
false	1	481
familial	1	59
familybased	1	114
fast	1	206
fat	1	808
field	1	1072
filter	1	719
finemapping	1	392
first	1	652
five	1	1072
founder	1	608
framingham	1	300
french	1	256
function	1	131
gene	1	14
generalized	1	195
geneset	1	1274
genomic	1	73
genotyping	1	206
germline	1	300
group	1	314
guide	1	1274
gxe	1	652
haplotypeenvironment	1	1562
hapmap	1	719
hardyweinberg	1	523
high	1	199
hiv	1	1274
hla	1	256
host	1	1072
identifies	1	50
immune	1	566
implementation	1	808
implication	1	314
important	1	1274
incomplete	1	1072
increased	1	566
inference	1	171
inferring	1	652
influenza	1	1562
informative	1	481
inhibitor	1	1562
integrate	1	1072
integrating	1	189
integration	1	213
investigating	1	277
iron	1	1072
ischemic	1	1562
isolated	1	345
kernel	1	369
kinship	1	920
knowledge	1	481
known	1	446
lasso	1	566
learning	1	159
line	1	1562
link	1	652
linked	1	218
lipid	1	369
local	1	369
logistic	1	189
low	1	242
lung	1	59
machine	1	242
mass	1	224
matched	1	920
matching	1	920
matrix	1	808
matter	1	652
may	1	652
measurement	1	392
mediation	1	345
megaanalysis	1	1562
melanoma	1	242
microbiome	1	300
microsatellite	1	1562
missingness	1	920
modified	1	808
modifier	1	326
multiethnic	1	418
multinomial	1	1274
multiplex	1	418
multiplicative	1	1274
multipoint	1	242
multivariate	1	123
mutation	1	121
myopia	1	446
network	1	99
new	1	75
next	1	326
nextgeneration	1	808
nonparametric	1	300
nuclear	1	345
number	1	103
omics	1	224
onset	1	123
opportunity	1	1274
optimal	1	345
optimize	1	1274
oral	1	392
orthogonal	1	1072
outcome	1	177
pakistani	1	1562
pattern	1	206
permutation	1	608
phenomewide	1	652
phenotypic	1	418
phewas	1	808
pleiotropy	1	287
pooled	1	608
populationbased	1	231
practice	1	1072
predict	1	652
predisposing	1	920
predisposition	1	566
prevention	1	1274
prioritize	1	920
procedure	1	418
process	1	920
profile	1	326
prognosis	1	719
progression	1	652
propensity	1	719
proportion	1	652
public	1	1562
pvalues	1	608
qualitative	1	719
quality	1	300
quantifying	1	719
real	1	1072
reconstructing	1	1562
registry	1	719
regressionbased	1	652
regularized	1	808
relatedness	1	345
relationship	1	151
relative	1	189
repeated	1	608
replication	1	213
resolving	1	1274
reveals	1	131
rule	1	1562
scale	1	231
scan	1	59
scenario	1	1562
secondary	1	446
sequencebased	1	1072
sequenced	1	1562
severity	1	523
shrinkage	1	719
sibpairs	1	1072
signal	1	218
signature	1	481
simple	1	481
simulated	1	652
simulation	1	171
single	1	195
