Word	Frequency	Overall Rank
association	65	1
interaction	26	5
variant	23	12
genomewide	22	7
cancer	19	4
rare	19	15
test	18	11
multiple	15	19
locus	13	13
risk	13	2
sequencing	13	27
family	12	9
population	12	10
geneenvironment	11	40
linkage	11	3
snp	11	16
trait	11	6
effect	10	8
mapping	10	29
phenotype	10	18
comparison	9	21
factor	9	35
gene	9	14
genotype	9	22
heritability	9	99
model	9	22
susceptibility	9	32
casecontrol	8	36
power	8	25
regression	8	31
application	7	24
detecting	7	54
imputation	7	83
joint	7	105
sequence	7	96
tool	7	171
african	6	99
breast	6	38
evidence	6	66
exome	6	121
expression	6	59
familybased	6	114
identify	6	81
metaanalysis	6	75
sample	6	34
strategy	6	111
american	5	111
causal	5	85
design	5	59
genegene	5	88
generation	5	231
gwas	5	30
identification	5	93
kernel	5	369
lung	5	59
methylation	5	90
modeling	5	79
pedigree	5	36
region	5	73
set	5	128
stratification	5	151
type	5	33
variation	5	40
across	4	183
analysis	4	45
assessing	4	267
bayes	4	481
cholesterol	4	481
control	4	66
detection	4	59
diabetes	4	42
efficient	4	134
framework	4	117
genome	4	523
heart	4	71
identifies	4	50
incorporating	4	183
information	4	108
large	4	81
polymorphism	4	28
signal	4	218
via	4	165
whole	4	69
accurate	3	418
approach	3	108
array	3	345
bayesian	3	47
cohort	3	93
complex	3	17
correction	3	314
correlation	3	142
detect	3	81
disease	3	48
dna	3	71
empirical	3	392
environmental	3	206
estimation	3	64
generalized	3	195
genomic	3	73
heterogeneous	3	652
improved	3	213
individual	3	96
integrating	3	189
level	3	52
life	3	481
linear	3	224
marker	3	54
measure	3	165
mixed	3	171
mutation	3	121
network	3	99
next	3	326
number	3	103
pathway	3	85
powerful	3	177
predict	3	652
prediction	3	43
presence	3	114
prostate	3	69
random	3	139
relatedness	3	345
resource	3	523
smoking	3	126
sparse	3	446
statistic	3	59
statistical	3	77
syndrome	3	131
trio	3	202
variable	3	137
variance	3	151
woman	3	189
accounting	2	267
adjusted	2	523
adjusting	2	481
admixed	2	287
admixture	2	231
age	2	88
among	2	159
analyze	2	920
ancestry	2	111
arthritis	2	242
assessment	2	481
candidate	2	69
canonical	2	652
case	2	90
classification	2	369
collapsing	2	1072
colorectal	2	126
common	2	83
comparing	2	418
component	2	99
consortium	2	242
construction	2	719
copy	2	119
coronary	2	137
covariatebased	2	1274
covariates	2	256
descent	2	314
discovery	2	165
disequilibrium	2	77
epigenetic	2	287
epigenomic	2	1072
estimating	2	134
evaluation	2	114
exposure	2	177
familial	2	59
fast	2	206
finemapping	2	392
finland	2	808
forest	2	177
four	2	719
function	2	131
genealogy	2	920
genebased	2	566
general	2	256
genotyping	2	206
group	2	314
gwa	2	652
heterogeneity	2	54
high	2	199
highdimensional	2	523
homozygosity	2	523
human	2	45
hypertension	2	345
identified	2	369
identifying	2	88
impact	2	142
improving	2	608
increase	2	481
integrative	2	345
investigate	2	418
kidney	2	523
largescale	2	256
latent	2	287
learned	2	1072
lesson	2	808
logistic	2	189
long	2	1274
longitudinal	2	93
lowfrequency	2	1274
mating	2	481
maximum	2	418
metabolic	2	151
multifactor	2	326
multiplex	2	418
multivariate	2	123
new	2	75
nextgeneration	2	808
panel	2	392
performance	2	267
plot	2	1274
principal	2	345
prioritizing	2	920
procedure	2	418
process	2	920
profile	2	326
propensity	2	719
pvalues	2	608
qtl	2	195
quality	2	300
receptor	2	256
reduction	2	218
reference	2	326
registry	2	719
related	2	64
relationship	2	151
repeated	2	608
resequencing	2	523
rheumatoid	2	242
role	2	189
scan	2	59
sclerosis	2	369
selection	2	49
size	2	145
strong	2	369
structure	2	103
summary	2	142
targeted	2	392
theory	2	1562
thromboembolism	2	523
transethnic	2	719
unrelated	2	566
venous	2	523
according	1	1562
accuracy	1	345
adaptive	1	345
address	1	920
adiposity	1	418
adjustment	1	566
advanced	1	1562
affymetrix	1	1274
africanamerican	1	523
aging	1	392
alternative	1	287
alzheimers	1	151
analyzing	1	369
anthropometric	1	808
apoe	1	523
artery	1	224
ascertainment	1	287
ass	1	418
asthma	1	151
asthmarelated	1	920
autism	1	267
automated	1	719
beadchip	1	1274
bias	1	142
bioinformatics	1	808
biological	1	314
biologically	1	1562
biomarker	1	608
birth	1	277
block	1	808
blood	1	105
bmi	1	345
boosting	1	1562
bp	1	1562
brain	1	481
brca1	1	808
brca2	1	808
build	1	1562
building	1	920
calling	1	369
carcinoma	1	481
cardiometabolic	1	719
care	1	1562
caseparent	1	314
causative	1	1562
caused	1	1274
cdkn2acdk4	1	1562
characterization	1	446
characterize	1	1072
chinese	1	481
chip	1	446
chromosomal	1	608
chromosome	1	50
chronic	1	392
ci	1	1274
class	1	369
cleft	1	277
clinical	1	145
clustered	1	1072
clustering	1	206
cnv	1	523
colon	1	523
combining	1	242
computationally	1	1274
concentration	1	719
conditional	1	256
conditioning	1	1562
confounding	1	608
consideration	1	808
consistent	1	1274
containing	1	1562
context	1	566
controlling	1	719
correcting	1	523
count	1	566
course	1	1072
coverage	1	719
criterion	1	1274
crohn	1	920
cryptic	1	808
curse	1	1072
cvd	1	1274
damage	1	1274
decision	1	920
decomposition	1	719
deep	1	446
dense	1	719
detected	1	920
development	1	183
developmental	1	920
difference	1	256
different	1	159
differential	1	345
dimensionality	1	300
discovering	1	1072
disorder	1	96
due	1	719
early	1	345
effective	1	808
eight	1	1562
electronic	1	392
emerge	1	808
endophenotype	1	1562
epidemiology	1	231
epistatic	1	369
eqtls	1	1562
equivalent	1	1562
error	1	134
established	1	1072
estimated	1	920
estrogen	1	920
ethnic	1	369
ethnicity	1	1072
european	1	326
event	1	392
excess	1	719
expert	1	1562
explained	1	1072
exploratory	1	1562
exploring	1	267
external	1	566
facial	1	808
fhs	1	920
field	1	1072
finding	1	608
flexible	1	608
followup	1	566
genebyenvironment	1	920
genomics	1	652
genotypebased	1	1562
glycemic	1	808
graph	1	1274
graphical	1	523
gxe	1	652
haplotype	1	25
hazard	1	1562
hdl	1	481
hepatocellular	1	1274
hierarchical	1	206
highly	1	523
histologic	1	1562
history	1	242
homocysteine	1	1274
homogeneity	1	1562
hotspot	1	1072
hypertensive	1	920
hypothesis	1	608
ibd	1	446
identity	1	523
identitybydescent	1	1274
immunity	1	1072
implication	1	314
improve	1	345
improves	1	481
imputed	1	446
indian	1	608
infection	1	224
inference	1	171
inflammation	1	808
influencing	1	300
inheritance	1	418
