Word	Frequency	Overall Rank
association	64	1
genomewide	28	7
linkage	23	3
interaction	21	5
snp	21	16
family	17	9
cancer	16	4
effect	15	8
test	15	11
gene	13	14
risk	12	2
trait	11	6
candidate	10	69
detecting	10	54
locus	9	13
population	9	10
power	9	25
casecontrol	8	36
complex	8	17
genegene	8	88
haplotype	8	25
modeling	8	79
pathway	8	85
variant	8	12
variation	8	40
bayesian	7	47
pedigree	7	36
polymorphism	7	28
prostate	7	69
component	6	99
copy	6	119
detect	6	81
genotype	6	22
model	6	22
multiple	6	19
number	6	103
selection	6	49
age	5	88
disequilibrium	5	77
factor	5	35
familial	5	59
heterogeneity	5	54
information	5	108
region	5	73
related	5	64
susceptibility	5	32
algorithm	4	137
among	4	159
application	4	24
asthma	4	151
case	4	90
classification	4	369
control	4	66
dna	4	71
epistatic	4	369
evidence	4	66
expression	4	59
familybased	4	114
geneenvironment	4	40
genomic	4	73
large	4	81
multilocus	4	277
phenotype	4	18
regression	4	31
robust	4	165
scan	4	59
score	4	20
search	4	224
stratification	4	151
variance	4	151
8q24	3	808
affected	3	114
blood	3	105
calling	3	369
comparison	3	21
detection	3	59
dimensionality	3	300
discovery	3	165
disorder	3	96
epistasis	3	151
extended	3	213
framingham	3	300
function	3	131
gwas	3	30
health	3	183
heritability	3	99
identification	3	93
identifies	3	50
identify	3	81
impact	3	142
improved	3	213
joint	3	105
latent	3	287
linear	3	224
longevity	3	481
lung	3	59
mapping	3	29
marker	3	54
modifier	3	326
nonparametric	3	300
onset	3	123
pleiotropic	3	300
presence	3	114
pressure	3	159
rare	3	15
rate	3	195
reduction	3	218
relative	3	189
sample	3	34
severity	3	523
sharing	3	199
significance	3	314
significant	3	523
single	3	195
smoking	3	126
statistic	3	59
strategy	3	111
structure	3	103
two	3	108
type	3	33
whole	3	69
ace	2	481
activity	2	719
adaptive	2	345
adjustment	2	566
allelic	2	326
alternative	2	287
analysis	2	45
analyzing	2	369
ancestry	2	111
applied	2	345
approach	2	108
arthritis	2	242
autism	2	267
beyond	2	808
bias	2	142
bipolar	2	392
chromosome	2	50
cohort	2	93
colorectal	2	126
combining	2	242
common	2	83
community	2	719
contribution	2	267
correction	2	314
correlation	2	142
dependence	2	920
design	2	59
diabetic	2	719
different	2	159
disease	2	48
distribution	2	242
dominant	2	1274
due	2	719
earlyonset	2	808
empirical	2	392
endophenotypes	2	808
equilibrium	2	566
evaluate	2	652
evaluation	2	114
example	2	608
eye	2	446
feature	2	523
framework	2	117
generalized	2	195
gwa	2	652
hardyweinberg	2	523
hdl	2	481
heart	2	71
hierarchical	2	206
homozygosity	2	523
human	2	45
hypothesis	2	608
identifying	2	88
igf	2	1562
implication	2	314
imputation	2	83
increased	2	566
inference	2	171
insulin	2	345
