Word	Frequency	Overall Rank
association	56	1
trait	27	6
effect	21	8
rare	21	15
variant	18	12
genomewide	16	7
interaction	16	5
test	15	11
sequencing	14	27
cancer	13	4
model	12	22
comparison	11	21
risk	11	2
complex	10	17
joint	10	105
linkage	10	3
methylation	9	90
population	9	10
application	8	24
genotype	8	22
identifies	8	50
phenotype	8	18
statistical	8	77
analysis	7	45
common	7	83
exome	7	121
gene	7	14
multiple	7	19
variation	7	40
dna	6	71
estimation	6	64
family	6	9
gwas	6	30
imputation	6	83
locus	6	13
metaanalysis	6	75
american	5	111
ancestry	5	111
approach	5	108
causal	5	85
component	5	99
design	5	59
detecting	5	54
detection	5	59
disorder	5	96
genomic	5	73
heritability	5	99
identify	5	81
longitudinal	5	93
mixed	5	171
new	5	75
number	5	103
type	5	33
whole	5	69
algorithm	4	137
cohort	4	93
copy	4	119
discovery	4	165
epidemiology	4	231
epigenetic	4	287
epistasis	4	151
expression	4	59
familial	4	59
forest	4	177
framework	4	117
geneenvironment	4	40
heterogeneity	4	54
integrating	4	189
lung	4	59
mendelian	4	40
metabolic	4	151
multivariate	4	123
outcome	4	177
ovarian	4	392
patient	4	102
regression	4	31
related	4	64
score	4	20
shared	4	177
snp	4	16
software	4	242
susceptibility	4	32
african	3	99
autism	3	267
bayesian	3	47
birth	3	277
casecontrol	3	36
caseparent	3	314
cell	3	189
cleft	3	277
evaluation	3	114
factor	3	35
familybased	3	114
functional	3	126
health	3	183
heterogeneous	3	652
human	3	45
ibd	3	446
identifying	3	88
individual	3	96
investigating	3	277
largescale	3	256
level	3	52
low	3	242
marker	3	54
multiethnic	3	418
network	3	99
pedigree	3	36
polygenic	3	43
power	3	25
random	3	139
randomization	3	59
relatedness	3	345
reveals	3	131
sample	3	34
screening	3	256
sharing	3	199
smoking	3	126
spectrum	3	523
syndrome	3	131
trio	3	202
unknown	3	808
within	3	277
acid	2	369
across	2	183
admixed	2	287
adult	2	314
affected	2	114
among	2	159
array	2	345
asthma	2	151
bias	2	142
biological	2	314
blood	2	105
breast	2	38
candidate	2	69
child	2	418
childhood	2	481
chromosome	2	50
clinical	2	145
colorectal	2	126
combining	2	242
competing	2	1274
context	2	566
contribute	2	652
control	2	66
coronary	2	137
correlation	2	142
cystic	2	446
derived	2	446
development	2	183
diabetes	2	42
differential	2	345
discovering	2	1072
disease	2	48
diverse	2	345
due	2	719
effective	2	808
effector	2	1562
empirical	2	392
environment	2	139
error	2	134
estimate	2	128
estimating	2	134
event	2	392
examining	2	1562
exposure	2	177
extension	2	418
fibrosis	2	287
frequency	2	199
function	2	131
genebased	2	566
genegene	2	88
general	2	256
generation	2	231
genotyping	2	206
germline	2	300
gxe	2	652
hierarchical	2	206
highrisk	2	652
identification	2	93
impact	2	142
improved	2	213
improves	2	481
inactivation	2	1562
informative	2	481
integrated	2	418
integration	2	213
inverse	2	1562
knowledge	2	481
large	2	81
latino	2	1274
logistic	2	189
mapping	2	29
measure	2	165
melanoma	2	242
metaanalyses	2	608
methodology	2	1072
mining	2	523
missing	2	151
modified	2	808
mortality	2	481
multiphenotype	2	719
mutation	2	121
newborn	2	1072
next	2	326
obesity	2	165
omics	2	224
pancreatic	2	392
parental	2	392
pathway	2	85
pattern	2	206
performance	2	267
phenotypic	2	418
phylogenetic	2	1562
practical	2	920
prediction	2	43
presence	2	114
pressure	2	159
principal	2	345
program	2	523
prostate	2	69
putative	2	652
quality	2	300
rarevariant	2	920
regional	2	608
relationship	2	151
rnaseq	2	719
scale	2	231
scan	2	59
set	2	128
severity	2	523
site	2	608
stratification	2	151
stratified	2	392
subset	2	392
summary	2	142
survey	2	1274
systematic	2	392
targeted	2	392
time	2	206
timetoevent	2	608
tissue	2	369
use	2	177
variable	2	137
variance	2	151
weight	2	287
woman	2	189
450k	1	1562
6q	1	1562
acute	1	1072
adaptive	1	345
adiposity	1	418
admixture	1	231
age	1	88
allele	1	119
ally	1	1274
alternative	1	287
alzheimers	1	151
amino	1	1562
analyzing	1	369
anthropometric	1	808
architecture	1	199
artery	1	224
ass	1	418
assessing	1	267
atopic	1	1562
atopy	1	719
available	1	1072
averaging	1	920
base	1	1274
bayes	1	481
beadchip	1	1274
behavior	1	566
beyond	1	808
biliary	1	1274
binary	1	224
biobank	1	119
biomarker	1	608
biomarkers	1	277
bipolar	1	392
bmi	1	345
body	1	218
bowel	1	808
brazilian	1	1072
burden	1	566
canadian	1	1274
canonical	1	652
carotid	1	719
case	1	90
cause	1	566
challenge	1	314
change	1	277
characterizing	1	920
chip	1	446
chronic	1	392
cigarette	1	1072
classifying	1	1274
cnv	1	523
combination	1	523
combine	1	1562
comorbidity	1	1562
comparing	1	418
composition	1	920
conditional	1	256
consortium	1	242
contribution	1	267
controlling	1	719
correcting	1	523
count	1	566
covariance	1	1562
covariate	1	392
cpg	1	1072
cryptic	1	808
custom	1	1072
datasets	1	566
decomposition	1	719
dense	1	719
density	1	267
depth	1	1072
dermatitis	1	1562
determinant	1	446
developmental	1	920
different	1	159
disequilibrium	1	77
distance	1	481
distinct	1	1072
distribution	1	242
dysfunction	1	1072
efficient	1	134
electronic	1	392
enables	1	1562
enhance	1	1274
ensemble	1	719
environmental	1	206
epigenome	1	652
eqtl	1	481
established	1	1072
ethnic	1	369
etiology	1	418
evaluate	1	652
evidence	1	66
exact	1	608
examination	1	1072
experiment	1	808
explained	1	1072
exploration	1	920
extended	1	213
extreme	1	523
fast	1	206
fatty	1	608
field	1	1072
finding	1	608
finemapping	1	392
first	1	652
five	1	1072
four	1	719
framingham	1	300
free	1	719
future	1	719
gallbladder	1	1072
gamete	1	1562
gap	1	1562
generalized	1	195
generate	1	1274
