Word	Frequency	Overall Rank
association	55	1
linkage	29	3
genomewide	26	7
snp	17	16
trait	14	6
family	13	9
risk	13	2
multiple	12	19
error	10	134
haplotype	10	25
type	10	33
effect	9	8
gene	9	14
interaction	9	5
locus	9	13
polymorphism	9	28
selection	9	49
pedigree	8	36
test	8	11
application	7	24
cancer	7	4
factor	7	35
population	7	10
sample	7	34
analysis	6	45
casecontrol	6	36
comparison	6	21
disequilibrium	6	77
estimation	6	64
evidence	6	66
genotype	6	22
marker	6	54
region	6	73
score	6	20
complex	5	17
detecting	5	54
estimating	5	134
geneenvironment	5	40
mapping	5	29
new	5	75
pathway	5	85
phenotype	5	18
presence	5	114
susceptibility	5	32
variant	5	12
bayesian	4	47
candidate	4	69
common	4	83
control	4	66
design	4	59
detection	4	59
diabetes	4	42
extended	4	213
genotyping	4	206
heterogeneity	4	54
local	4	369
model	4	22
power	4	25
reduction	4	218
regression	4	31
scan	4	59
sibling	4	300
simple	4	481
size	4	145
twostage	4	326
african	3	99
age	3	88
bias	3	142
clustering	3	206
covariates	3	256
density	3	267
dimensionality	3	300
disease	3	48
familybased	3	114
genomic	3	73
heart	3	71
high	3	199
human	3	45
identifying	3	88
individual	3	96
infection	3	224
inference	3	171
information	3	108
large	3	81
level	3	52
logistic	3	189
mass	3	224
metabolic	3	151
modifier	3	326
multifactor	3	326
number	3	103
optimal	3	345
patient	3	102
replication	3	213
sclerosis	3	369
search	3	224
significance	3	314
south	3	523
statistic	3	59
tool	3	171
whole	3	69
adjusted	2	523
allele	2	119
allergic	2	920
american	2	111
apoe	2	523
arthritis	2	242
ascertainment	2	287
asian	2	719
asthma	2	151
atopy	2	719
binary	2	224
blood	2	105
breast	2	38
cardiac	2	808
cardiovascular	2	256
caused	2	1274
cdkn2a	2	808
colon	2	523
combined	2	189
comparing	2	418
confounding	2	608
contribution	2	267
correct	2	920
cystic	2	446
dense	2	719
detect	2	81
diabetic	2	719
different	2	159
dna	2	71
epidemiology	2	231
epistasis	2	151
extreme	2	523
false	2	481
fast	2	206
fibrosis	2	287
first	2	652
french	2	256
genegene	2	88
graphical	2	523
haplotypebased	2	1072
hepatic	2	920
highdensity	2	920
hiv	2	1274
host	2	1072
identification	2	93
impact	2	142
implementation	2	808
improvement	2	808
india	2	1562
informative	2	481
integrated	2	418
integrating	2	189
investigation	2	300
learning	2	159
likelihood	2	165
machine	2	242
mc1r	2	1072
melanoma	2	242
mendelian	2	40
metaanalysis	2	75
missing	2	151
modeling	2	79
modelling	2	277
multilocus	2	277
multivariate	2	123
mutual	2	1562
nonparametric	2	300
nucleotide	2	326
obesity	2	165
ordered	2	808
parameter	2	446
pattern	2	206
potential	2	314
powerful	2	177
predictor	2	566
progression	2	652
prostate	2	69
pvalues	2	608
rare	2	15
rate	2	195
