Word	Frequency	Overall Rank
linkage	11	3
family	8	9
risk	8	2
cancer	7	4
test	6	11
familial	5	59
gene	4	14
susceptibility	4	32
trait	4	6
breast	3	38
casecontrol	3	36
complex	3	17
evidence	3	66
french	3	256
locus	3	13
marker	3	54
parametric	3	719
polymorphism	3	28
power	3	25
segregation	3	171
tdt	3	326
affected	2	114
algorithm	2	137
association	2	1
class	2	369
database	2	481
design	2	59
egea	2	446
extension	2	418
heterogeneity	2	54
hla	2	256
interaction	2	5
model	2	22
mutation	2	121
nonparametric	2	300
pedigree	2	36
region	2	73
relative	2	189
response	2	177
site	2	608
three	2	481
tnf	2	1274
use	2	177
woman	2	189
abstract	1	920
adhd	1	920
allele	1	119
allelic	1	326
alternative	1	287
american	1	111
analyzing	1	369
ancestral	1	920
antibody	1	1562
antigen	1	920
application	1	24
arthritis	1	242
ascertainment	1	287
asthma	1	151
autosomal	1	1274
binary	1	224
bivariate	1	481
bone	1	566
bootstrap	1	1072
brca1	1	808
brca2	1	808
candidate	1	69
carcinoma	1	481
caseonly	1	808
caucasian	1	418
cell	1	189
chordoma	1	1562
chromosomal	1	608
codon	1	1274
collaborative	1	920
combined	1	189
comparison	1	21
confidence	1	1072
copula	1	1562
correct	1	920
correlated	1	300
density	1	267
detect	1	81
detection	1	59
determining	1	1072
diabetes	1	42
different	1	159
disease	1	48
disequilibrium	1	77
dissecting	1	920
dominant	1	1274
earlyonset	1	808
effect	1	8
environmental	1	206
epidemiologic	1	808
epidemiology	1	231
estimation	1	64
excess	1	719
factor	1	35
familybased	1	114
fchl	1	1274
genegene	1	88
genomewide	1	7
genomic	1	73
genotype	1	22
germline	1	300
glutathione	1	1562
haplotype	1	25
head	1	920
high	1	199
history	1	242
homozygosity	1	523
hyperlipidemia	1	1274
identified	1	369
identifying	1	88
ige	1	1562
ii	1	920
important	1	1274
increase	1	481
increasing	1	1072
interval	1	808
investigating	1	277
issue	1	392
level	1	52
likelihoodbased	1	808
localizing	1	1274
logistic	1	189
lung	1	59
major	1	213
malaria	1	1072
many	1	1072
mapping	1	29
measure	1	165
melanomaprone	1	1072
microsatellite	1	1562
mineral	1	1072
modeling	1	79
multiple	1	19
multipoint	1	242
neck	1	1072
nevus	1	1072
new	1	75
non	1	446
number	1	103
obesity	1	165
oral	1	392
osteoarthritis	1	719
ovarian	1	392
overlapping	1	920
pair	1	151
parental	1	392
patient	1	102
polymorphic	1	1562
populationbased	1	231
postmenopausal	1	1072
preliminary	1	808
procedure	1	418
prostate	1	69
qtls	1	719
receptor	1	256
reconstruction	1	920
reference	1	326
regression	1	31
relation	1	326
relationship	1	151
replication	1	213
reveals	1	131
rheumatoid	1	242
role	1	189
sclerosis	1	369
screen	1	481
screening	1	256
select	1	920
set	1	128
sib	1	287
sibpair	1	300
sibship	1	1274
simple	1	481
sle	1	808
specific	1	256
squamous	1	1274
status	1	446
strategy	1	111
transmission	1	231
transmissiondisequilibrium	1	719
twolocus	1	719
type	1	33
useful	1	1274
vitamin	1	652
within	1	277
