Word	Frequency	Overall Rank
linkage	38	3
effect	14	8
cancer	11	4
disequilibrium	11	77
pedigree	11	36
power	11	25
family	10	9
interaction	10	5
complex	9	17
trait	9	6
genotype	8	22
locus	8	13
mapping	8	29
population	8	10
affected	7	114
geneenvironment	7	40
segregation	7	171
allele	6	119
association	6	1
detect	6	81
familial	6	59
gene	6	14
heterogeneity	6	54
model	6	22
phenotype	6	18
sibpair	6	300
statistical	6	77
test	6	11
design	5	59
disease	5	48
lod	5	446
prostate	5	69
regression	5	31
scan	5	59
ascertainment	4	287
breast	4	38
chromosome	4	50
diabetes	4	42
epidemiology	4	231
epistasis	4	151
estimate	4	128
generalized	4	195
heart	4	71
human	4	45
level	4	52
marker	4	54
multiple	4	19
multiplex	4	418
multipoint	4	242
pair	4	151
polymorphism	4	28
relative	4	189
risk	4	2
score	4	20
snp	4	16
statistic	4	59
type	4	33
application	3	24
casecontrol	3	36
combined	3	189
conditional	3	256
consortium	3	242
detecting	3	54
detection	3	59
estimation	3	64
evaluating	3	267
evidence	3	66
frequency	3	199
hasemanelston	3	719
individual	3	96
inheritance	3	418
modeling	3	79
new	3	75
oligogenic	3	920
rate	3	195
related	3	64
sampling	3	242
set	3	128
tdt	3	326
transmission	3	231
variance	3	151
accounting	2	267
ace	2	481
adjusting	2	481
africanamerican	2	523
age	2	88
alcohol	2	345
alternative	2	287
alzheimers	2	151
american	2	111
approach	2	108
asthma	2	151
bipolar	2	392
candidate	2	69
change	2	277
collaboration	2	1562
colorectal	2	126
comparison	2	21
component	2	99
contribution	2	267
correlation	2	142
cytokine	2	1072
determinant	2	446
disorder	2	96
distribution	2	242
error	2	134
erythematosus	2	920
finescale	2	652
framingham	2	300
genomewide	2	7
gibbs	2	808
heritability	2	99
hierarchical	2	206
history	2	242
incorporating	2	183
increasing	2	1072
independent	2	418
joint	2	105
likelihood	2	165
linear	2	224
linked	2	218
logistic	2	189
lupus	2	719
metaanalysis	2	75
missing	2	151
mixed	2	171
mixture	2	446
multivariate	2	123
penetrance	2	418
plasma	2	213
populationbased	2	231
presence	2	114
procedure	2	418
property	2	608
proportion	2	652
qtl	2	195
ratio	2	277
response	2	177
retrospective	2	608
sibships	2	719
strategy	2	111
susceptibility	2	32
system	2	345
systemic	2	808
tolerance	2	1562
transmissiondisequilibrium	2	719
true	2	808
used	2	652
v	2	808
weighted	2	300
7q	1	1562
accuracy	1	345
activity	1	719
adaptive	1	345
addressing	1	920
adjustment	1	566
admixture	1	231
adult	1	314
affective	1	1274
africanamericans	1	1072
airway	1	1562
allelesharing	1	1072
alzheimer	1	267
america	1	1274
amish	1	481
among	1	159
analytic	1	719
analyze	1	920
angiotensin	1	1562
antonio	1	920
applied	1	345
arbitrary	1	1274
architecture	1	199
artery	1	224
asian	1	719
assay	1	1274
assessing	1	267
atopy	1	719
attention	1	1562
autism	1	267
bayesian	1	47
beyond	1	808
bias	1	142
blood	1	105
brca1	1	808
brca2	1	808
calculation	1	446
carlo	1	920
carotid	1	719
case	1	90
causality	1	1562
cellular	1	1562
censored	1	566
chain	1	1072
characteristic	1	808
child	1	418
childhood	1	481
cleft	1	277
clinical	1	145
cluster	1	326
clustering	1	206
concentration	1	719
connection	1	1562
control	1	66
correction	1	314
covariates	1	256
critical	1	719
cystic	1	446
dataset	1	1274
death	1	920
deciphering	1	1274
deficit	1	1562
degree	1	1274
deriving	1	1562
descent	1	314
diagnosis	1	719
difference	1	256
different	1	159
direct	1	652
discordant	1	1274
disturbance	1	1562
drdq	1	1562
dysfunction	1	1072
efficiency	1	481
egea	1	446
enzyme	1	566
